record_id,record_date,boat_id,boat_type,engine_model,engine_age_years,total_engine_hours,avg_daily_operating_hours,last_maintenance_date,last_maintenance_type,days_since_last_maintenance,hours_since_last_service,engine_temp_c,oil_pressure_bar,coolant_level_percent,engine_rpm,fuel_consumption_lph,vibration_level,unusual_sounds,oil_change_days_ago,filter_change_days_ago,sea_condition,hull_condition,last_inspection_days,condition_severity,maintenance_reason,maintenance_condition_notes,days_until_maintenance,maintenance_needed_soon,maintenance_due_date
R2089,2025-09-21,FB010,Trawler,Perkins M115T,4.0,8279,9,2025-06-14,Major service,99,891,69.2,4.51,100,1234,33.3,1,No,11,22,2,Fair,48,Normal,Service interval reached (hours),service_hours=891; inspection_overdue=48days,10,No,2025-10-01
R2090,2025-09-21,FB001,Longline,Yanmar 4JH45,3.8,7519,9,2025-08-19,Fuel filter replacement,33,302,66.5,3.46,91,998,24.1,1,No,38,32,4,Good,7,Normal,Routine preventive maintenance,sea_state=4,73,No,2025-12-03
R2091,2025-09-22,FB027,Gillnetter,Caterpillar C9.3,7.8,15068,8,2025-06-09,Cooling system overhaul,105,845,79.8,3.48,93,1725,63.7,1,No,44,56,1,Fair,45,Normal,Service interval reached (hours),service_hours=845; filter_overdue=56days; inspection_overdue=45days,78,No,2025-12-09
R2092,2025-09-22,FB010,Trawler,Perkins M115T,5.4,10729,7,2025-08-17,Fuel filter replacement,36,255,87.7,4.15,95,1810,69.6,4,No,41,48,1,Good,15,Normal,Cooling system check required,temp=87.7C; vibration=4,57,No,2025-11-18
R2093,2025-09-23,FB025,Trawler,Perkins M115T,7.9,15312,7,2025-09-09,Oil & filter change,14,99,78.6,3.07,98,1345,45.1,1,No,59,67,5,Poor,66,Normal,Oil change due soon,oil_change_overdue=59days; filter_overdue=67days; sea_state=5; hull_poor; inspection_overdue=66days,25,No,2025-10-18
R2094,2025-09-23,FB006,Longline,Volvo D6-310,3.6,7443,8,2025-08-22,Fuel filter replacement,32,263,83.7,3.23,92,1228,30.0,1,No,10,8,3,Good,21,Normal,Routine preventive maintenance,All parameters normal,2,Yes,2025-09-25
R2095,2025-09-24,FB005,Trawler,Cummins 6BTA,2.3,5003,10,2025-09-11,Oil & filter change,13,132,85.1,3.84,96,1397,44.8,3,No,17,19,2,Good,12,Normal,Routine preventive maintenance,vibration=3,64,No,2025-11-27
R2096,2025-09-24,FB024,Net Boat,Perkins M92,5.4,11538,8,2025-09-12,Routine inspection,12,98,79.9,2.37,93,1379,59.3,3,Yes,38,49,1,Good,5,Normal,Low oil pressure,oil_pressure=2.37bar; vibration=3; unusual_sounds,35,No,2025-10-29
R2097,2025-09-25,FB029,Net Boat,MAN D2862,3.9,7985,7,2025-06-08,Cooling system overhaul,109,769,72.3,3.78,94,1149,37.1,1,No,33,26,3,Good,12,Normal,Service interval reached (hours),service_hours=769,7,Yes,2025-10-02
R2098,2025-09-25,FB026,Longline,Caterpillar C7.1,7.1,14662,8,2025-08-15,Oil & filter change,41,330,79.4,3.0,85,1341,49.2,1,No,38,41,4,Fair,34,Normal,Routine preventive maintenance,sea_state=4,85,No,2025-12-19
R2099,2025-09-26,FB023,Seiner,Volvo D13,7.7,15251,9,2025-09-15,Routine inspection,11,101,86.4,4.28,89,1429,32.9,2,No,21,35,3,Fair,36,Normal,Routine preventive maintenance,All parameters normal,18,No,2025-10-14
R2100,2025-09-26,FB008,Seiner,Volvo D13,4.8,9360,8,2025-08-28,Fuel filter replacement,29,236,81.7,4.04,87,1613,71.7,1,No,28,37,1,Good,23,Normal,Routine preventive maintenance,All parameters normal,67,No,2025-12-02
R2101,2025-09-27,FB028,Seiner,John Deere 6068,8.3,16836,8,2025-08-02,Cooling system service,56,448,83.2,3.93,83,1654,59.3,1,No,53,46,2,Good,23,Normal,Oil change due soon,oil_change_overdue=53days,42,No,2025-11-08
R2102,2025-09-27,FB021,Longline,Volvo D6-310,5.4,10606,7,2025-09-18,Routine inspection,9,65,74.8,2.31,81,1234,52.2,3,Yes,36,30,2,Good,11,Normal,Low oil pressure,oil_pressure=2.31bar; coolant=81%; vibration=3; unusual_sounds,54,No,2025-11-20
R2103,2025-09-28,FB006,Longline,Volvo D6-310,3.4,6934,8,2025-09-15,Oil & filter change,13,104,76.6,3.52,88,1037,32.6,3,No,34,36,4,Fair,27,Normal,Routine preventive maintenance,vibration=3; sea_state=4,39,No,2025-11-06
R2104,2025-09-28,FB004,Net Boat,Cummins QSB6.7,4.9,9269,8,2025-07-03,Cooling system overhaul,87,699,77.2,2.66,89,1300,40.7,2,No,6,2,3,Fair,40,Normal,Approaching service interval,oil_pressure=2.66bar; service_hours=699,41,No,2025-11-08
R2105,2025-09-29,FB027,Gillnetter,Caterpillar C9.3,1.8,3159,11,2025-09-24,Routine inspection,5,58,77.6,3.57,91,1678,51.7,2,No,13,25,3,Good,22,Normal,Routine preventive maintenance,All parameters normal,75,No,2025-12-13
R2106,2025-09-29,FB009,Net Boat,Perkins M92,7.1,14517,11,2025-07-09,Cooling system overhaul,82,906,86.2,1.75,94,1095,54.0,2,No,24,34,2,Fair,39,Normal,Low oil pressure,oil_pressure=1.75bar; service_hours=906,24,No,2025-10-23
R2107,2025-09-30,FB023,Seiner,Volvo D13,2.2,4843,8,2025-09-13,Oil & filter change,17,139,65.0,2.37,92,1735,77.2,1,No,32,45,1,Good,19,Normal,Low oil pressure,oil_pressure=2.37bar,60,No,2025-11-29
R2108,2025-09-30,FB005,Trawler,Cummins 6BTA,3.7,6907,7,2025-06-30,Valve adjustment,92,645,78.2,4.55,89,1460,62.4,3,Yes,43,42,3,Good,21,Normal,Approaching service interval,vibration=3; unusual_sounds; service_hours=645,46,No,2025-11-15
R2109,2025-10-01,FB009,Net Boat,Perkins M92,5.5,11335,4,2025-04-28,Cooling system overhaul,156,624,77.4,3.9,85,1164,54.6,1,No,17,14,3,Fair,33,Normal,Approaching service interval,service_hours=624,19,No,2025-10-20
R2110,2025-10-01,FB009,Net Boat,Perkins M92,1.8,3333,5,2025-09-21,Routine inspection,10,52,68.4,3.32,96,1597,64.3,1,No,36,39,1,Good,10,Normal,Routine preventive maintenance,All parameters normal,68,No,2025-12-08
R2111,2025-10-01,FB009,Net Boat,Perkins M92,2.1,4208,5,2025-06-07,Cooling system service,116,580,82.7,2.87,90,1131,48.6,1,No,31,23,3,Good,23,Normal,Routine preventive maintenance,All parameters normal,90,No,2025-12-30
R2112,2025-10-02,FB021,Longline,Volvo D6-310,6.4,13508,4,2025-06-21,Oil & filter change,103,414,72.9,2.73,88,820,14.8,3,Yes,15,23,1,Fair,26,Normal,Routine preventive maintenance,oil_pressure=2.73bar; vibration=3; unusual_sounds,42,No,2025-11-13
R2113,2025-10-02,FB028,Seiner,John Deere 6068,2.0,4403,6,2025-07-31,Oil & filter change,63,380,75.5,3.76,89,1523,64.8,2,No,11,22,3,Fair,23,Normal,Routine preventive maintenance,All parameters normal,32,No,2025-11-03
R2114,2025-10-03,FB028,Seiner,John Deere 6068,4.8,9997,5,2025-05-06,Cooling system overhaul,150,752,90.9,3.33,86,1528,52.8,2,No,29,23,3,Fair,22,Normal,Service interval reached (hours),temp=90.9C; service_hours=752,39,No,2025-11-11
R2115,2025-10-03,FB023,Seiner,Volvo D13,3.9,8754,6,2025-05-20,Cooling system overhaul,136,820,85.1,4.84,87,1615,58.7,2,No,18,12,1,Good,14,Normal,Service interval reached (hours),service_hours=820,36,No,2025-11-08
R2116,2025-10-04,FB007,Gillnetter,Volvo D4-180,3.1,5848,7,2025-09-05,Oil & filter change,29,203,82.0,3.45,87,1012,30.7,3,No,13,10,3,Good,16,Normal,Routine preventive maintenance,vibration=3,36,No,2025-11-09
R2117,2025-10-04,FB029,Net Boat,MAN D2862,2.8,5107,4,2025-05-05,Cooling system overhaul,152,609,80.7,3.65,89,1518,46.5,1,No,13,23,2,Good,17,Normal,Approaching service interval,service_hours=609,3,Yes,2025-10-07
R2118,2025-10-05,FB017,Gillnetter,Yanmar 4LHA,6.8,13238,7,2025-09-15,Oil & filter change,20,141,76.8,2.49,94,1744,73.4,1,No,13,11,2,Good,9,Normal,Low oil pressure,oil_pressure=2.49bar,73,No,2025-12-17
R2119,2025-10-05,FB017,Gillnetter,Yanmar 4LHA,8.2,16272,5,2025-08-25,Fuel filter replacement,41,206,92.0,3.31,93,1404,48.7,3,No,8,16,5,Fair,33,Normal,Cooling system check required,temp=92.0C; vibration=3; sea_state=5,8,No,2025-10-13
R2120,2025-10-06,FB022,Gillnetter,Volvo D4-180,2.5,3822,5,2025-09-11,Oil & filter change,25,128,83.6,3.74,100,1491,38.5,2,No,48,60,4,Fair,40,Normal,Oil change due soon,oil_change_overdue=48days; filter_overdue=60days; sea_state=4,41,No,2025-11-16
R2121,2025-10-06,FB024,Net Boat,Perkins M92,8.2,16296,6,2025-07-08,Cooling system service,90,542,72.8,3.3,98,1455,50.3,2,No,44,44,2,Fair,30,Normal,Routine preventive maintenance,All parameters normal,68,No,2025-12-13
R2122,2025-10-07,FB029,Net Boat,MAN D2862,5.7,11127,7,2025-07-14,Major service,85,600,68.2,3.21,100,1333,44.5,1,No,12,5,3,Fair,37,Normal,Approaching service interval,service_hours=600,13,No,2025-10-20
R2123,2025-10-07,FB018,Seiner,Cummins 6BT5.9,6.0,12391,7,2025-08-16,Fuel filter replacement,52,364,82.0,3.86,94,1319,54.5,4,Yes,21,33,2,Good,11,Normal,Abnormal vibration/noise,vibration=4; unusual_sounds,49,No,2025-11-25
R2124,2025-10-08,FB019,Net Boat,Cummins QSB6.7,6.5,13176,4,2025-04-11,Valve adjustment,180,882,77.6,4.81,94,1500,59.5,2,No,24,23,3,Good,24,Normal,Service interval reached (hours),service_hours=882,60,No,2025-12-07
R2125,2025-10-08,FB023,Seiner,Volvo D13,6.4,12499,6,2025-06-30,Cooling system overhaul,100,600,68.0,3.72,88,1310,59.4,3,No,33,37,2,Good,15,Normal,Approaching service interval,vibration=3; service_hours=600,2,Yes,2025-10-10
R2126,2025-10-09,FB008,Seiner,Volvo D13,7.2,14694,5,2025-08-30,Fuel filter replacement,40,202,81.0,4.52,95,1422,57.2,3,No,17,30,2,Good,23,Normal,Routine preventive maintenance,vibration=3,60,No,2025-12-08
R2127,2025-10-09,FB010,Trawler,Perkins M115T,4.9,10161,5,2025-09-07,Oil & filter change,32,160,76.1,4.1,87,1419,47.4,3,No,38,50,1,Good,12,Normal,Routine preventive maintenance,vibration=3,5,Yes,2025-10-14
R2128,2025-10-10,FB019,Net Boat,Cummins QSB6.7,5.2,10015,8,2025-07-24,Major service,78,625,81.7,4.47,82,1243,42.1,1,No,63,73,4,Poor,54,Normal,Approaching service interval,service_hours=625; oil_change_overdue=63days; filter_overdue=73days; sea_state=4; hull_poor; inspection_overdue=54days,44,No,2025-11-23
R2129,2025-10-10,FB002,Gillnetter,Yanmar 4LHA,3.8,7353,4,2025-07-27,Fuel filter replacement,75,302,81.1,3.11,100,1700,64.9,2,No,25,23,4,Good,22,Normal,Routine preventive maintenance,sea_state=4,27,No,2025-11-06
R2130,2025-10-11,FB010,Trawler,Perkins M115T,2.2,3287,6,2025-09-18,Routine inspection,23,140,73.7,3.43,83,1655,69.9,1,No,40,46,2,Good,11,Normal,Routine preventive maintenance,All parameters normal,32,No,2025-11-12
R2131,2025-10-11,FB022,Gillnetter,Volvo D4-180,6.2,11854,6,2025-09-15,Oil & filter change,26,160,82.4,3.44,93,1813,74.8,1,Yes,18,16,2,Good,21,Normal,Routine preventive maintenance,unusual_sounds,21,No,2025-11-01
R2132,2025-10-11,FB030,Trawler,Yanmar 6LY3,1.7,3028,5,2025-08-06,Oil & filter change,66,334,74.5,4.04,85,1232,36.3,1,No,24,27,2,Fair,24,Normal,Routine preventive maintenance,All parameters normal,8,No,2025-10-19
R2133,2025-10-12,FB016,Longline,Yanmar 4JH45,3.4,6837,7,2025-09-06,Oil & filter change,36,255,75.0,4.23,97,1524,58.3,1,No,28,26,1,Good,24,Normal,Routine preventive maintenance,All parameters normal,72,No,2025-12-23
R2134,2025-10-12,FB012,Gillnetter,Caterpillar C9.3,2.2,3927,6,2025-07-17,Cooling system service,87,524,74.3,3.7,98,1670,70.5,2,No,12,22,1,Good,22,Normal,Routine preventive maintenance,All parameters normal,50,No,2025-12-01
R2135,2025-10-13,FB014,Net Boat,MAN D2862,2.8,5343,7,2025-08-10,Fuel filter replacement,64,450,85.9,4.3,94,1634,55.3,2,No,8,16,3,Fair,37,Normal,Routine preventive maintenance,All parameters normal,67,No,2025-12-19
R2136,2025-10-13,FB021,Longline,Volvo D6-310,6.0,11387,5,2025-04-16,Major service,180,903,76.0,3.15,98,1294,48.3,1,No,64,77,2,Fair,35,Normal,Service interval reached (hours),service_hours=903; oil_change_overdue=64days; filter_overdue=77days,44,No,2025-11-26
R2137,2025-10-14,FB017,Gillnetter,Yanmar 4LHA,5.9,11885,8,2025-07-10,Valve adjustment,96,769,87.6,4.31,91,1503,42.8,1,No,45,41,2,Good,13,Normal,Service interval reached (hours),temp=87.6C; service_hours=769; oil_change_overdue=45days,58,No,2025-12-11
R2138,2025-10-14,FB001,Longline,Yanmar 4JH45,4.4,9012,7,2025-08-25,Cooling system service,50,356,90.5,4.41,100,1460,64.6,1,No,6,19,4,Good,12,Normal,Cooling system check required,temp=90.5C; sea_state=4,3,Yes,2025-10-17
R2139,2025-10-15,FB017,Gillnetter,Yanmar 4LHA,2.1,4401,5,2025-07-29,Fuel filter replacement,78,392,72.8,4.14,95,1147,42.0,2,No,9,5,1,Good,12,Normal,Routine preventive maintenance,All parameters normal,86,No,2026-01-09
R2140,2025-10-15,FB013,Seiner,John Deere 6068,4.5,9006,8,2025-09-25,Fuel filter replacement,20,160,65.0,3.71,85,1169,53.2,1,No,26,31,2,Good,21,Normal,Routine preventive maintenance,All parameters normal,70,No,2025-12-24
R2141,2025-10-16,FB022,Gillnetter,Volvo D4-180,4.0,7229,8,2025-07-01,Cooling system overhaul,107,856,85.3,4.17,91,1004,19.3,3,Yes,63,57,4,Good,9,Normal,Service interval reached (hours),vibration=3; unusual_sounds; service_hours=856; oil_change_overdue=63days; filter_overdue=57days; sea_state=4,2,Yes,2025-10-18
R2142,2025-10-16,FB027,Gillnetter,Caterpillar C9.3,6.5,12690,6,2025-09-08,Fuel filter replacement,38,232,75.6,2.88,90,1643,75.0,1,No,13,21,3,Poor,51,Normal,Hull/inspection required,hull_poor; inspection_overdue=51days,44,No,2025-11-29
R2143,2025-10-17,FB029,Net Boat,MAN D2862,5.6,10996,4,2025-10-04,Oil & filter change,13,55,71.9,3.76,89,1296,54.0,2,No,55,64,1,Fair,32,Normal,Oil change due soon,oil_change_overdue=55days; filter_overdue=64days,2,Yes,2025-10-19
R2144,2025-10-17,FB019,Net Boat,Cummins QSB6.7,4.9,9598,6,2025-07-03,Valve adjustment,106,641,73.9,3.84,81,1364,47.7,3,No,55,64,1,Good,15,Normal,Approaching service interval,coolant=81%; vibration=3; service_hours=641; oil_change_overdue=55days; filter_overdue=64days,35,No,2025-11-21
R2145,2025-10-18,FB011,Longline,Caterpillar C7.1,4.9,9837,7,2025-08-26,Oil & filter change,53,375,75.1,2.54,93,1417,48.9,2,No,40,36,3,Good,11,Normal,Routine preventive maintenance,oil_pressure=2.54bar,87,No,2026-01-13
R2146,2025-10-18,FB014,Net Boat,MAN D2862,8.3,17312,5,2025-05-01,Cooling system overhaul,170,850,87.1,3.98,82,1338,38.1,2,No,58,68,1,Fair,34,Normal,Service interval reached (hours),temp=87.1C; service_hours=850; oil_change_overdue=58days; filter_overdue=68days,30,No,2025-11-17
R2147,2025-10-19,FB006,Longline,Volvo D6-310,6.8,14006,4,2025-08-27,Fuel filter replacement,53,212,79.1,2.6,75,1357,36.8,4,No,8,1,2,Poor,65,Normal,Cooling system check required,oil_pressure=2.6bar; coolant=75%; vibration=4; hull_poor; inspection_overdue=65days,52,No,2025-12-10
R2148,2025-10-19,FB029,Net Boat,MAN D2862,5.0,9506,6,2025-09-05,Fuel filter replacement,44,269,87.0,3.26,88,1601,55.7,1,No,43,51,1,Good,11,Normal,Routine preventive maintenance,All parameters normal,8,No,2025-10-27
R2149,2025-10-20,FB026,Longline,Caterpillar C7.1,4.9,10139,8,2025-06-28,Valve adjustment,114,915,81.5,3.63,86,1192,28.5,1,No,67,68,3,Good,8,Normal,Service interval reached (hours),service_hours=915; oil_change_overdue=67days; filter_overdue=68days,22,No,2025-11-11
R2150,2025-10-20,FB026,Longline,Caterpillar C7.1,1.7,3720,5,2025-08-29,Fuel filter replacement,52,262,75.8,3.02,85,1338,62.3,4,Yes,43,37,2,Fair,44,Normal,Abnormal vibration/noise,vibration=4; unusual_sounds,44,No,2025-12-03
R2151,2025-10-21,FB010,Trawler,Perkins M115T,8.1,15796,6,2025-08-22,Fuel filter replacement,60,361,75.3,3.67,72,1506,43.7,3,No,11,25,2,Fair,29,Normal,Cooling system check required,coolant=72%; vibration=3,58,No,2025-12-18
R2152,2025-10-21,FB010,Trawler,Perkins M115T,3.7,7824,4,2025-07-05,Oil & filter change,108,435,81.9,3.65,85,1382,51.7,2,No,47,55,3,Good,21,Normal,Oil change due soon,oil_change_overdue=47days; filter_overdue=55days,36,No,2025-11-26
R2153,2025-10-21,FB026,Longline,Caterpillar C7.1,3.3,6519,7,2025-07-31,Cooling system service,82,577,83.7,2.94,89,1507,61.2,1,No,17,10,1,Fair,48,Normal,Hull/inspection required,inspection_overdue=48days,69,No,2025-12-29
R2154,2025-10-22,FB017,Gillnetter,Yanmar 4LHA,8.5,16295,8,2025-10-07,Oil & filter change,15,127,85.0,4.05,87,1745,73.7,1,No,69,68,3,Poor,57,Normal,Oil change overdue,oil_change_overdue=69days; filter_overdue=68days; hull_poor; inspection_overdue=57days,13,No,2025-11-04
R2155,2025-10-22,FB022,Gillnetter,Volvo D4-180,6.5,13227,7,2025-10-01,Oil & filter change,21,148,76.2,2.99,93,1270,48.1,3,Yes,9,17,5,Fair,37,Normal,Routine preventive maintenance,vibration=3; unusual_sounds; sea_state=5,31,No,2025-11-22
R2156,2025-10-23,FB015,Trawler,Yanmar 6LY3,1.8,3708,6,2025-09-15,Fuel filter replacement,38,228,79.2,5.43,99,1546,68.0,2,Yes,34,28,3,Good,20,Normal,Routine preventive maintenance,unusual_sounds,47,No,2025-12-09
R2157,2025-10-23,FB014,Net Boat,MAN D2862,1.9,3686,4,2025-09-25,Oil & filter change,28,112,82.1,3.51,94,1569,56.7,1,No,23,24,1,Good,7,Normal,Routine preventive maintenance,All parameters normal,55,No,2025-12-17
R2158,2025-10-24,FB019,Net Boat,Cummins QSB6.7,1.7,3381,6,2025-09-12,Oil & filter change,42,252,75.3,2.66,97,873,22.8,1,No,43,35,4,Fair,24,Normal,Routine preventive maintenance,oil_pressure=2.66bar; sea_state=4,80,No,2026-01-12
R2159,2025-10-24,FB025,Trawler,Perkins M115T,5.7,11040,8,2025-09-12,Oil & filter change,42,343,70.1,2.81,97,1307,43.5,3,Yes,10,1,1,Fair,27,Normal,Routine preventive maintenance,vibration=3; unusual_sounds,62,No,2025-12-25
R2160,2025-10-25,FB011,Longline,Caterpillar C7.1,2.0,4305,4,2025-07-12,Fuel filter replacement,105,421,72.4,4.52,84,1264,55.5,2,No,13,9,2,Good,14,Normal,Routine preventive maintenance,All parameters normal,30,No,2025-11-24
R2161,2025-10-25,FB025,Trawler,Perkins M115T,8.0,15978,5,2025-06-22,Major service,125,628,76.3,3.27,93,1279,63.5,4,No,30,37,1,Poor,65,Normal,Approaching service interval,vibration=4; service_hours=628; hull_poor; inspection_overdue=65days,16,No,2025-11-10
R2162,2025-10-26,FB008,Seiner,Volvo D13,8.1,16283,8,2025-09-25,Fuel filter replacement,31,254,82.6,2.51,96,1539,48.3,2,No,37,39,3,Fair,38,Normal,Routine preventive maintenance,oil_pressure=2.51bar,12,No,2025-11-07
R2163,2025-10-26,FB013,Seiner,John Deere 6068,5.3,10778,6,2025-10-03,Routine inspection,23,138,86.8,4.28,88,1680,48.6,1,No,40,37,1,Fair,46,Normal,Hull/inspection required,inspection_overdue=46days,17,No,2025-11-12
R2164,2025-10-27,FB028,Seiner,John Deere 6068,5.8,11022,4,2025-07-15,Oil & filter change,104,419,68.5,3.27,86,1293,50.5,1,No,9,5,1,Fair,33,Normal,Routine preventive maintenance,All parameters normal,16,No,2025-11-12
R2165,2025-10-27,FB029,Net Boat,MAN D2862,3.5,6552,4,2025-09-28,Routine inspection,29,119,73.8,4.12,94,1505,66.8,2,No,5,15,2,Good,23,Normal,Routine preventive maintenance,All parameters normal,12,No,2025-11-08
R2166,2025-10-28,FB028,Seiner,John Deere 6068,1.9,2695,6,2025-06-04,Cooling system overhaul,146,881,75.5,4.35,82,1545,77.0,1,No,19,25,2,Good,21,Normal,Service interval reached (hours),service_hours=881,8,No,2025-11-05
R2167,2025-10-28,FB010,Trawler,Perkins M115T,6.7,13682,6,2025-09-23,Oil & filter change,35,213,83.6,3.82,84,1496,63.3,1,No,62,73,3,Good,7,Normal,Oil change overdue,oil_change_overdue=62days; filter_overdue=73days,3,Yes,2025-10-31
R2168,2025-10-29,FB026,Longline,Caterpillar C7.1,2.2,3793,8,2025-08-08,Major service,82,660,74.3,5.5,86,1592,74.6,1,No,21,35,2,Good,17,Normal,Approaching service interval,service_hours=660,16,No,2025-11-14
R2169,2025-10-29,FB029,Net Boat,MAN D2862,2.1,4266,8,2025-08-22,Cooling system service,68,549,75.0,2.22,93,1066,47.7,1,No,56,61,2,Good,19,Normal,Low oil pressure,oil_pressure=2.22bar; oil_change_overdue=56days; filter_overdue=61days,30,No,2025-11-28
R2170,2025-10-30,FB030,Trawler,Yanmar 6LY3,3.7,7585,6,2025-06-30,Valve adjustment,122,734,68.1,2.95,92,1421,65.7,3,No,44,35,1,Fair,32,Normal,Approaching service interval,vibration=3; service_hours=734,23,No,2025-11-22
R2171,2025-10-30,FB001,Longline,Yanmar 4JH45,1.6,3501,6,2025-06-26,Valve adjustment,126,758,81.4,3.4,97,980,35.9,1,No,6,19,4,Good,22,Normal,Service interval reached (hours),service_hours=758; sea_state=4,5,Yes,2025-11-04
R2172,2025-10-31,FB023,Seiner,Volvo D13,4.5,8397,8,2025-07-31,Cooling system overhaul,92,740,76.9,5.41,85,1311,34.8,2,No,17,10,2,Fair,33,Normal,Approaching service interval,service_hours=740,84,No,2026-01-23
R2173,2025-10-31,FB030,Trawler,Yanmar 6LY3,6.5,12967,7,2025-08-17,Oil & filter change,75,530,73.4,5.04,85,1185,39.3,2,No,18,25,2,Good,21,Normal,Routine preventive maintenance,All parameters normal,65,No,2026-01-04
R2174,2025-10-31,FB023,Seiner,Volvo D13,7.1,15035,5,2025-10-03,Routine inspection,28,143,76.2,4.63,94,1226,44.4,1,No,67,63,1,Poor,62,Normal,Oil change overdue,oil_change_overdue=67days; filter_overdue=63days; hull_poor; inspection_overdue=62days,30,No,2025-11-30
R2175,2025-11-01,FB007,Gillnetter,Volvo D4-180,5.7,12257,7,2025-08-24,Oil & filter change,69,485,85.9,2.96,86,1390,49.9,2,No,17,26,5,Fair,28,Normal,Routine preventive maintenance,sea_state=5,21,No,2025-11-22
R2176,2025-11-01,FB023,Seiner,Volvo D13,7.4,15293,7,2025-10-17,Oil & filter change,15,107,71.0,3.06,87,1902,78.9,3,Yes,50,60,4,Fair,23,Normal,Oil change due soon,vibration=3; unusual_sounds; oil_change_overdue=50days; filter_overdue=60days; sea_state=4,20,No,2025-11-21
R2177,2025-11-02,FB004,Net Boat,Cummins QSB6.7,4.3,8768,5,2025-08-13,Oil & filter change,81,409,72.1,2.94,79,1374,64.0,2,No,38,47,1,Fair,46,Normal,Cooling system check required,coolant=79%; inspection_overdue=46days,70,No,2026-01-11
R2178,2025-11-02,FB015,Trawler,Yanmar 6LY3,7.4,14297,8,2025-08-01,Major service,93,748,86.8,2.97,92,1619,56.7,2,No,32,28,2,Fair,45,Normal,Approaching service interval,service_hours=748; inspection_overdue=45days,22,No,2025-11-24
R2179,2025-11-03,FB019,Net Boat,Cummins QSB6.7,5.0,10359,5,2025-07-11,Fuel filter replacement,115,576,78.5,4.79,100,1426,60.0,3,Yes,31,37,3,Good,26,Normal,Routine preventive maintenance,vibration=3; unusual_sounds,72,No,2026-01-14
R2180,2025-11-03,FB014,Net Boat,MAN D2862,3.1,6120,6,2025-10-22,Oil & filter change,12,74,82.7,3.4,84,1372,52.6,4,Yes,9,3,2,Good,6,Normal,Abnormal vibration/noise,vibration=4; unusual_sounds,39,No,2025-12-12
R2181,2025-11-04,FB021,Longline,Volvo D6-310,8.1,16480,6,2025-07-10,Major service,117,707,80.8,3.51,97,960,19.2,3,No,40,52,4,Fair,41,Normal,Approaching service interval,vibration=3; service_hours=707; sea_state=4,32,No,2025-12-06
R2182,2025-11-04,FB008,Seiner,Volvo D13,3.4,6483,7,2025-10-23,Oil & filter change,12,87,77.8,4.22,90,1229,32.1,2,No,66,59,3,Fair,25,Normal,Oil change overdue,oil_change_overdue=66days; filter_overdue=59days,33,No,2025-12-07
